Name;DisplayName;GivenName;Surname;Company;SamAccountName;Mailnickname;EmployeeNumber;EmailAddress;HomePhone;StreetAddress;PostalCode;City;State;Office;Title;Password;Description;Id;Uid;UserPrincipalName 
Hershel Russel;Russel, Hershel;Hershel;Russel;Contoso Ltd;RussH;hershel.russel;8446;hershel.russel@email.com;+591 436.842.1235 x708;924 Rolfson Key;64567;Port Cecile;Wyoming;CapitolHill (floor 6);Senior Community-Services Liaison;YDq9U*b4;CapitolHill;8446;2cc18088-75e8-4a1a-b7ba-4f420789f5b3;hershel.russel@contoso.com
Trang Russel;Russel, Trang;Trang;Russel;Contoso Ltd;RussT;trang.russel;1801;trang.russel@email.com;+1-284 (835) 399-6857 x29605;48963 Schimmel Way;18416-9602;West Eloise;North Carolina;Madrona (floor 1);Principal Education Orchestrator;iA=S1FD5;Madrona;1801;6a9aa155-e004-418a-8c3a-4da75a0050c4;trang.russel@contoso.com
Zita Russel;Russel, Zita;Zita;Russel;Contoso Ltd;RussZ;zita.russel;4287;zita.russel@email.com;+258 (916) 219-6075;6757 West Estates;88956-3677;South Granvillefurt;Mississippi;Laurelhurst (floor 3);Hospitality Developer;9nxzD1|_;Laurelhurst;4287;990a6144-f6b5-4d9c-81d4-05d1e1cf5684;zita.russel@contoso.com
Alessandra Rutherford;Rutherford, Alessandra;Alessandra;Rutherford;Contoso Ltd;RuthA;alessandra.ruth;7729;alessandra.rutherford@email.com;+241 1-387-180-1833 x64247;87353 Fadel Mountain;17754;Meaganview;Ohio;ColumbiaCity (floor 3);Forward Consulting Administrator;"~e""73E?J";ColumbiaCity;7729;c5c36291-0e95-4172-9a12-bbe957db18d9;alessandra.rutherford@contoso.com
Oscar Rutherford;Rutherford, Oscar;Oscar;Rutherford;Contoso Ltd;RuthO;oscar.rutherfor;2801;oscar.rutherford@email.com;+809 240-800-7228;611 Farrell Freeway;63221-1354;East Walter;Michigan;LakeCity (floor 4);Human Officer;"7hZ5;ucB";LakeCity;2801;783b5394-a608-4e94-8ca1-e34fd4d2553e;oscar.rutherford@contoso.com
Riley Rutherford;Rutherford, Riley;Riley;Rutherford;Contoso Ltd;RuthR;riley.rutherfor;1381;riley.rutherford@email.com;+265 1-453-954-3722 x205;18931 Conn Prairie;78701;Port Donnettetown;Nebraska;CapitolHill (floor 9);Forward Accounting Orchestrator;2^H8MxQv;CapitolHill;1381;ea6a014e-ce64-4377-9183-23a1177c256d;riley.rutherford@contoso.com
Edison Ryan;Ryan, Edison;Edison;Ryan;Contoso Ltd;RyanE;edison.ryan;8648;edison.ryan@email.com;+218 1-736-011-4654 x914;95773 Pricilla Valleys;45079;Lake Merrie;Oregon;Fremont (floor 4);Healthcare Analyst;Pf?49viR;Fremont;8648;f11fe948-cdf3-43e1-9978-92547466cfd0;edison.ryan@contoso.com
Josiah Ryan;Ryan, Josiah;Josiah;Ryan;Contoso Ltd;RyanJ;josiah.ryan;5979;josiah.ryan@email.com;+1-340 1-377-579-0767 x3248;8801 Jenelle Key;95826;North Jinny;Oregon;CapitolHill (floor 4);Consulting Director;jtV1H~CP;CapitolHill;5979;8474d05b-c577-4dea-a12d-4f0fa7c5abaf;josiah.ryan@contoso.com
Bryce Sanford;Sanford, Bryce;Bryce;Sanford;Contoso Ltd;SanfB;bryce.sanford;2114;bryce.sanford@email.com;+238 (392) 322-7947 x59383;7618 Rodrick Cliffs;80306;Lake Lore;Louisiana;Greenwood (floor 2);Senior Real-Estate Orchestrator;d21~GuB8;Greenwood;2114;075f9392-5793-4c5a-bad4-94b0a37e5131;bryce.sanford@contoso.com
Luna Sanford;Sanford, Luna;Luna;Sanford;Contoso Ltd;SanfL;luna.sanford;7949;luna.sanford@email.com;+850 (596) 088-3451 x4116;9269 Rosette Coves;28123-4496;South Stephania;South Dakota;Bellevue (floor 6);Legacy Design Orchestrator;*gXj1twA;Bellevue;7949;50b6f410-89f7-4f0d-9066-b8fa61bb5ed8;luna.sanford@contoso.com
Terrance Sanford;Sanford, Terrance;Terrance;Sanford;Contoso Ltd;SanfT;terrance.sanfor;1975;terrance.sanford@email.com;+230 (778) 945-2023;384 Toy Pine;48304-0248;Tabathamouth;Wyoming;Bellevue (floor 5);Legacy Manufacturing Officer;"wJ*8;aEY";Bellevue;1975;7288e2f7-7f68-4c57-ac1d-326a4073f101;terrance.sanford@contoso.com
Gregory Satterfield;Satterfield, Gregory;Gregory;Satterfield;Contoso Ltd;SattG;gregory.satterf;1111;gregory.satterfield@email.com;+423 148.165.5993 x796;67973 Ismael Drive;08228-3910;South Roymouth;Connecticut;Leschi (floor 9);Sales Agent;Jc*_|1mK;Leschi;1111;19654531-c1d4-4e78-8d4f-90fae5d719ad;gregory.satterfield@contoso.com
Peter Satterfield;Satterfield, Peter;Peter;Satterfield;Contoso Ltd;SattP;peter.satterfie;5694;peter.satterfield@email.com;+63 (822) 630-1611 x355;2462 Noble Tunnel;82564;New Maricamouth;Arizona;Northgate (floor 4);Lead Manager;u2v{yWd~;Northgate;5694;61350267-ee55-4757-a40a-feb28fbed242;peter.satterfield@contoso.com
Royce Satterfield;Satterfield, Royce;Royce;Satterfield;Contoso Ltd;SattR;royce.satterfie;7700;royce.satterfield@email.com;+971 1-731-969-9307 x6110;501 Adan Garden;16071-7536;Spencerburgh;Arizona;DennyRegrade (floor 9);Advertising Associate;gA~Z`3SL;DennyRegrade;7700;95395d8e-32e7-42e3-acfb-e4cf0217b1f0;royce.satterfield@contoso.com
Keith Sauer;Sauer, Keith;Keith;Sauer;Contoso Ltd;SaueK;keith.sauer;9981;keith.sauer@email.com;+238 1-850-977-9641 x20504;3001 Wisoky Key;13956-8221;Caseyhaven;Iowa;Fremont (floor 4);Advertising Facilitator;Z{|VTy4_;Fremont;9981;d8a5bce5-a1cb-4d61-939a-eef48074de81;keith.sauer@contoso.com
Lou Sauer;Sauer, Lou;Lou;Sauer;Contoso Ltd;SaueL;lou.sauer;5982;lou.sauer@email.com;+685 326-465-7713;1651 Gema Estate;84831;Lake Elois;Michigan;Fremont (floor 5);Direct Officer;m`|E4MJS;Fremont;5982;3a6fce1b-e25f-43c8-b9b9-a1d109f9b307;lou.sauer@contoso.com
Cathryn Sawayn;Sawayn, Cathryn;Cathryn;Sawayn;Contoso Ltd;SawaC;cathryn.sawayn;3546;cathryn.sawayn@email.com;+962 1-837-703-1560 x830;3239 Douglas Lights;18917-7973;Rethamouth;Missouri;CapitolHill (floor 3);Hospitality Liaison;";{_z5JK""";CapitolHill;3546;02f3b84d-7b95-4150-a683-9d1da0456b36;cathryn.sawayn@contoso.com
Estela Schaefer;Schaefer, Estela;Estela;Schaefer;Contoso Ltd;SchaE;estela.schaefer;1167;estela.schaefer@email.com;+7-6 (524) 954-2422 x815;63347 Deidra Glen;68203-4553;Lauraleeshire;Alabama;Greenwood (floor 7);Lead Technician;bHPq'h2m;Greenwood;1167;898d6296-e374-405e-aee6-ae6cb5019d81;estela.schaefer@contoso.com
Genevive Schaden;Schaden, Genevive;Genevive;Schaden;Contoso Ltd;SchaG;genevive.schade;3926;genevive.schaden@email.com;+46 1-902-141-9804 x916;402 Cormier Inlet;15696;East Meghannborough;Montana;PhinneyRidge (floor 1);Lead Technician;"p1""~eV^M";PhinneyRidge;3926;2510c22d-eff2-41df-bba1-76c0c72f9617;genevive.schaden@contoso.com
Renita Schamberger;Schamberger, Renita;Renita;Schamberger;Contoso Ltd;SchaR;renita.schamber;4738;renita.schamberger@email.com;+675 1-198-307-6265 x176;787 Hirthe Inlet;80009-9271;Port Hanaview;Pennsylvania;CapitolHill (floor 7);District Analyst;WsDA9x'=;CapitolHill;4738;f3c65d65-7426-49dc-a7e8-3cb741e94236;renita.schamberger@contoso.com
Shaun Schamberger;Schamberger, Shaun;Shaun;Schamberger;Contoso Ltd;SchaS;shaun.schamberg;2248;shaun.schamberger@email.com;+265 949.600.9515 x2055;633 Lesley Plain;9070;Jerdeview;New Hampshire;QueenAnneHill (floor 9);Investor Director;}E21znaK;QueenAnneHill;2248;b1aa9e3f-409b-4223-b98b-2e4e83cc61d8;shaun.schamberger@contoso.com
Wilford Schamberger;Schamberger, Wilford;Wilford;Schamberger;Contoso Ltd;SchaW;wilford.schambe;7148;wilford.schamberger@email.com;+31 749-876-2669;63063 Scot Curve;91091;Port Ninfabury;West Virginia;Delridge (floor 5);Chief Design Orchestrator;"zQ""Y7cvU";Delridge;7148;a00b2195-fa6d-4168-b68e-7d0bb6d88480;wilford.schamberger@contoso.com
Ying Schaden;Schaden, Ying;Ying;Schaden;Contoso Ltd;SchaY;ying.schaden;4606;ying.schaden@email.com;+57 417.289.8043 x063;288 Cremin Via;99768;Lake Royce;Nebraska;Redmond (floor 8);Direct Advertising Executive;7NF~2Wm{;Redmond;4606;5e18ba98-944b-4d43-8caa-1352f02a24a4;ying.schaden@contoso.com
Elton Schiller;Schiller, Elton;Elton;Schiller;Contoso Ltd;SchiE;elton.schiller;8339;elton.schiller@email.com;+81 908-845-0969 x076;128 Quiana Villages;47016-8553;Lake Adrian;Florida;Delridge (floor 2);National Consultant;}Vc23wzr;Delridge;8339;291e196b-80e4-42e6-8e6b-a8791e2c98db;elton.schiller@contoso.com
Haywood Schimmel;Schimmel, Haywood;Haywood;Schimmel;Contoso Ltd;SchiH;haywood.schimme;9685;haywood.schimmel@email.com;+91 775-805-4825 x10971;724 Nedra Course;92364;North Marcel;Nebraska;Wedgewood (floor 7);Hospitality Director;3bx'yuQ{;Wedgewood;9685;9777ee07-714f-4add-8c33-97d41c919759;haywood.schimmel@contoso.com
Jana Schimmel;Schimmel, Jana;Jana;Schimmel;Contoso Ltd;SchiJ;jana.schimmel;6607;jana.schimmel@email.com;+852 1-132-862-6463;8114 Anna Walks;24023-5538;Barrettburgh;Wisconsin;Pinehurst (floor 8);Dynamic Administration Strategist;Lz=8dKyG;Pinehurst;6607;3b0e1271-3e7a-4bf7-af84-620f402a89b1;jana.schimmel@contoso.com
Lacey Schimmel;Schimmel, Lacey;Lacey;Schimmel;Contoso Ltd;SchiL;lacey.schimmel;1444;lacey.schimmel@email.com;+7-6 1-830-952-0762 x1630;9840 Klein Villages;42041;Brakusburgh;Maine;Eastlake (floor 1);International Liaison;"Uh6;=fx7";Eastlake;1444;d5bfe03b-91f2-4b3c-ba5e-a7bf5aa28b66;lacey.schimmel@contoso.com
Matilda Schimmel;Schimmel, Matilda;Matilda;Schimmel;Contoso Ltd;SchiM;matilda.schimme;6149;matilda.schimmel@email.com;+670 1-861-266-3278;712 Vandervort Highway;74014-9484;Koeppberg;North Dakota;Madrona (floor 4);Marketing Developer;*cFi5SsM;Madrona;6149;e36b6bc5-6443-4a15-9f02-586c9ad9eca4;matilda.schimmel@contoso.com
Joshua Schmeler;Schmeler, Joshua;Joshua;Schmeler;Contoso Ltd;SchmJ;joshua.schmeler;1323;joshua.schmeler@email.com;+976 991.089.2598 x95380;72921 Braun Pike;41157;New Stefanie;New Jersey;Sodo (floor 2);Internal Sales Associate;QV{zu^y8;Sodo;1323;fcb3abf4-48cd-4589-9d58-21dd986f5cc3;joshua.schmeler@contoso.com
Madonna Schmitt;Schmitt, Madonna;Madonna;Schmitt;Contoso Ltd;SchmM;madonna.schmitt;45;madonna.schmitt@email.com;+248 1-825-461-6278 x0030;83357 Corkery Rapids;19615;Conroyport;Hawaii;PioneerSquare (floor 4);Internal Accounting Representative;BaC4Yu=8;PioneerSquare;45;9ad26e91-f14e-45bb-8cc1-42d6fe4c2b1b;madonna.schmitt@contoso.com
Raymonde Schmidt;Schmidt, Raymonde;Raymonde;Schmidt;Contoso Ltd;SchmR;raymonde.schmid;2837;raymonde.schmidt@email.com;+856 459-232-8282 x8426;94002 Kunze Corners;33707;Brentborough;Arizona;Sodo (floor 3);Future Community-Services Associate;|Guf8UDm;Sodo;2837;b21addaa-f818-4411-b077-bfa362112591;raymonde.schmidt@contoso.com
Trena Schmitt;Schmitt, Trena;Trena;Schmitt;Contoso Ltd;SchmT;trena.schmitt;7483;trena.schmitt@email.com;+39 1-361-564-3344;96828 Ritchie Tunnel;65186;Lake Antione;Montana;Delridge (floor 9);Human Real-Estate Coordinator;~EKDis12;Delridge;7483;64c28520-e7ed-4482-b241-eb8ae26f1656;trena.schmitt@contoso.com
Zonia Schmidt;Schmidt, Zonia;Zonia;Schmidt;Contoso Ltd;SchmZ;zonia.schmidt;4920;zonia.schmidt@email.com;+856 (118) 699-8782 x38227;24774 Audie Locks;58939;Ornview;South Dakota;Bellevue (floor 8);Legal Architect;"U;Yh8fMd";Bellevue;4920;6cce6c8c-9839-468c-b802-dcc1c38f1d9d;zonia.schmidt@contoso.com
Adan Schneider;Schneider, Adan;Adan;Schneider;Contoso Ltd;SchnA;adan.schneider;4834;adan.schneider@email.com;+45 (933) 679-2113 x4212;4288 Jessie Brooks;96859;Reillychester;Arkansas;QueenAnneHill (floor 9);Retail Producer;"F;GhzV7`";QueenAnneHill;4834;e99f520b-952c-4a0c-bf5b-6e31f445f411;adan.schneider@contoso.com
Fabiola Schneider;Schneider, Fabiola;Fabiola;Schneider;Contoso Ltd;SchnF;fabiola.schneid;5886;fabiola.schneider@email.com;+673 (497) 810-5362 x661;686 Dario Glen;10184;Lake Vancefort;North Carolina;LakeCity (floor 3);Government Manager;U_=89pAZ;LakeCity;5886;73d75f78-17bf-4108-a8cc-a1aea310d66f;fabiola.schneider@contoso.com
Isa Schneider;Schneider, Isa;Isa;Schneider;Contoso Ltd;SchnI;isa.schneider;648;isa.schneider@email.com;+502 1-632-302-9453 x078;6025 Hamill Stravenue;87780-3782;Antonettastad;Minnesota;CapitolHill (floor 8);Regional Designer;"ji;K{x2^";CapitolHill;648;33448e43-822c-4c95-a7d1-dfc853de0269;isa.schneider@contoso.com
Lolita Schoen;Schoen, Lolita;Lolita;Schoen;Contoso Ltd;SchoL;lolita.schoen;6453;lolita.schoen@email.com;+36 (417) 956-5708 x70721;392 Mertz Path;91856-2027;South Sontown;Rhode Island;ColumbiaCity (floor 1);Future Manager;"rG9iE*;w";ColumbiaCity;6453;5be68222-41d6-4004-bf12-bdd868176617;lolita.schoen@contoso.com
Terrence Schowalter;Schowalter, Terrence;Terrence;Schowalter;Contoso Ltd;SchoT;terrence.schowa;8361;terrence.schowalter@email.com;+291 542.713.4444;549 Rob Summit;21347-7398;Ebertmouth;Washington;LakeCity (floor 3);Mining Specialist;e3}5QTG_;LakeCity;8361;321036d2-daa2-4b8a-822e-4a1ea5c66560;terrence.schowalter@contoso.com
Candi Schroeder;Schroeder, Candi;Candi;Schroeder;Contoso Ltd;SchrC;candi.schroeder;6328;candi.schroeder@email.com;+40 362-239-7856 x8772;83586 Cletus Parkway;49213;Josefborough;Nevada;Bellevue (floor 5);Hospitality Supervisor;K3GBE}N~;Bellevue;6328;d54eead9-1ee5-43b8-b8bb-864d06547c3b;candi.schroeder@contoso.com
Tena Schroeder;Schroeder, Tena;Tena;Schroeder;Contoso Ltd;SchrT;tena.schroeder;517;tena.schroeder@email.com;+84 1-260-525-3584 x31047;665 Feil Track;39239-3387;New Marylou;Idaho;QueenAnneHill (floor 5);National Technology Analyst;"Q{W;t4}y";QueenAnneHill;517;5333655d-45bf-4720-8389-09259aed62a6;tena.schroeder@contoso.com
Benton Schultz;Schultz, Benton;Benton;Schultz;Contoso Ltd;SchuB;benton.schultz;1183;benton.schultz@email.com;+227 184-722-5454 x31958;2376 Timothy Ranch;05292-7693;Kreigerborough;Rhode Island;CapitolHill (floor 9);Direct Banking Facilitator;"""7D=iw*d";CapitolHill;1183;e93de4e0-2d2f-415c-8c2c-548a2b6a7b9a;benton.schultz@contoso.com
Chuck Schuppe;Schuppe, Chuck;Chuck;Schuppe;Contoso Ltd;SchuC;chuck.schuppe;9184;chuck.schuppe@email.com;+65 704.143.1246 x13801;984 Rippin Ville;86133;Considineport;Alabama;PioneerSquare (floor 4);Legacy Government Director;M4_Tz~3X;PioneerSquare;9184;041ef5ce-024a-46a6-86d8-d91d50a56732;chuck.schuppe@contoso.com
Doug Schuppe;Schuppe, Doug;Doug;Schuppe;Contoso Ltd;SchuD;doug.schuppe;3080;doug.schuppe@email.com;+678 296-023-6841 x9056;7116 Brian Crescent;72351;Lake Yenfurt;New Mexico;Northgate (floor 8);Investor Administration Supervisor;Er`Xb81A;Northgate;3080;3e6dc9be-de2e-4307-bb3c-c43ddb6feee7;doug.schuppe@contoso.com
Frank Schultz;Schultz, Frank;Frank;Schultz;Contoso Ltd;SchuF;frank.schultz;5750;frank.schultz@email.com;+389 (844) 943-9448;435 Stamm Station;10331-2351;East Dena;Utah;Ballard (floor 7);Senior Community-Services Liaison;HLK6}V{x;Ballard;5750;b50ba270-5a67-4118-91c9-287392650558;frank.schultz@contoso.com
Janina Schulist;Schulist, Janina;Janina;Schulist;Contoso Ltd;SchuJ;janina.schulist;1462;janina.schulist@email.com;+855 1-653-520-1915 x589;94785 Rutherford Shore;84920;Brettfort;South Dakota;MapleLeaf (floor 5);Administration Liaison;kTP5}fd_;MapleLeaf;1462;f7453844-8d13-4bc2-9d64-bfcb0a1d8fd8;janina.schulist@contoso.com
Klara Schuster;Schuster, Klara;Klara;Schuster;Contoso Ltd;SchuK;klara.schuster;4530;klara.schuster@email.com;+260 985.228.5761 x85275;3512 Brown Shore;01950-7307;Maryettamouth;Alaska;LakeCity (floor 4);Chief Technician;"1Exh;s7~";LakeCity;4530;7fc45cb8-f1a5-4775-aab2-993fbaf7278a;klara.schuster@contoso.com
Shandi Schuppe;Schuppe, Shandi;Shandi;Schuppe;Contoso Ltd;SchuS;shandi.schuppe;8694;shandi.schuppe@email.com;+269 928.624.7680 x192;1767 Abbey Underpass;04532-4327;Alfonsoland;Maine;DennyRegrade (floor 1);Chief Construction Engineer;"rA;=7""1|";DennyRegrade;8694;c0743022-82ee-42be-8be6-0228041d9fb9;shandi.schuppe@contoso.com
Velva Schulist;Schulist, Velva;Velva;Schulist;Contoso Ltd;SchuV;velva.schulist;5431;velva.schulist@email.com;+218 660-946-3022 x29469;79555 Hessel Gateway;26889-2743;North Kenethbury;Georgia;Leschi (floor 8);Community-Services Supervisor;8cbSW*4t;Leschi;5431;4a59ff0c-a674-4fb8-a903-274c17ff9965;velva.schulist@contoso.com
Cliff Senger;Senger, Cliff;Cliff;Senger;Contoso Ltd;SengC;cliff.senger;1850;cliff.senger@email.com;+974 (599) 177-7434 x7753;55805 Hills Mill;42078-2794;Gloverport;Michigan;Northgate (floor 2);Future Marketing Manager;";Hc7YRsC";Northgate;1850;ce843102-6465-4de7-aefc-566ad825da4d;cliff.senger@contoso.com
Gretchen Senger;Senger, Gretchen;Gretchen;Senger;Contoso Ltd;SengG;gretchen.senger;7522;gretchen.senger@email.com;+244 (910) 759-8673 x1313;130 Bartoletti Hollow;3864;Port Tisa;Wisconsin;CapitolHill (floor 3);Human Advertising Architect;v_ma}j7r;CapitolHill;7522;a6a25b95-c5e8-4f5f-a2be-27e81d1503ff;gretchen.senger@contoso.com
Dale Shanahan;Shanahan, Dale;Dale;Shanahan;Contoso Ltd;ShanD;dale.shanahan;9927;dale.shanahan@email.com;+47 (642) 969-3818;1875 Hickle Gardens;55553-3944;Hollisview;New Jersey;Eastlake (floor 4);Internal Design Engineer;^?1W'8rZ;Eastlake;9927;20108875-0473-4cea-bc0c-7ccb81235a69;dale.shanahan@contoso.com
Fredric Shanahan;Shanahan, Fredric;Fredric;Shanahan;Contoso Ltd;ShanF;fredric.shanaha;844;fredric.shanahan@email.com;+993 1-448-363-1403 x08565;9497 Tawanda River;49747;North Jerold;Washington;PioneerSquare (floor 2);Construction Technician;=3SYkNax;PioneerSquare;844;27bd1e26-5b17-435b-9086-2d46b9343ae7;fredric.shanahan@contoso.com
Jaymie Shanahan;Shanahan, Jaymie;Jaymie;Shanahan;Contoso Ltd;ShanJ;jaymie.shanahan;5390;jaymie.shanahan@email.com;+385 1-524-606-6128 x854;104 Nader Trafficway;38815;Bauchside;Delaware;Delridge (floor 1);Global Planner;"6a;9KNGW";Delridge;5390;164d28f4-3e5c-4db6-a40f-0ddc2b6c03da;jaymie.shanahan@contoso.com
Angelina Shields;Shields, Angelina;Angelina;Shields;Contoso Ltd;ShieA;angelina.shield;8611;angelina.shields@email.com;+241 477.214.1146 x17608;725 Monahan Throughway;04859-1989;West Laurence;Hawaii;CapitolHill (floor 1);Central Education Representative;"5Y~6RJ=;";CapitolHill;8611;b64bfb70-608c-44b4-ad25-3e778d738cc8;angelina.shields@contoso.com
Cortez Shields;Shields, Cortez;Cortez;Shields;Contoso Ltd;ShieC;cortez.shields;8060;cortez.shields@email.com;+58 138.037.2228;918 Mayert Island;03199-7286;Tannerchester;Virginia;ColumbiaCity (floor 1);Manufacturing Supervisor;1'475G2U;ColumbiaCity;8060;cf57b520-6f40-4250-88fb-f63eb83d9baf;cortez.shields@contoso.com
Ezekiel Shields;Shields, Ezekiel;Ezekiel;Shields;Contoso Ltd;ShieE;ezekiel.shields;8110;ezekiel.shields@email.com;+1-787 402-081-3546;725 Millard Parks;83448;Lake Kurtberg;Utah;PioneerSquare (floor 1);Accounting Supervisor;w'Sf4F1s;PioneerSquare;8110;7649a8a5-d0a7-43ef-ab86-5902c2abc2e1;ezekiel.shields@contoso.com
Jackson Shields;Shields, Jackson;Jackson;Shields;Contoso Ltd;ShieJ;jackson.shields;8704;jackson.shields@email.com;+670 (825) 709-5317 x6895;4214 Schmidt Shoals;03902-2424;Port Deandre;Utah;CapitolHill (floor 5);Central Retail Strategist;jq^V`uL9;CapitolHill;8704;c37c8120-f463-4037-9091-43ecdf0a6867;jackson.shields@contoso.com
Tom Shields;Shields, Tom;Tom;Shields;Contoso Ltd;ShieT;tom.shields;1085;tom.shields@email.com;+53 (321) 945-4791 x70250;247 Kshlerin Forest;53181-5866;Wunschshire;Montana;Redmond (floor 1);Central Analyst;TwXZv~Q4;Redmond;1085;ef96d650-4d4b-4e34-ab41-425e051e1376;tom.shields@contoso.com
Donald Simonis;Simonis, Donald;Donald;Simonis;Contoso Ltd;SimoD;donald.simonis;8122;donald.simonis@email.com;+681 740-087-0367 x820;5134 Katie Locks;78446-8837;Port Vivianaburgh;Indiana;QueenAnneHill (floor 1);Investor Developer;XZC{t1?B;QueenAnneHill;8122;18dbd769-8066-4f0b-b261-12e8ad28c738;donald.simonis@contoso.com
Elliot Simonis;Simonis, Elliot;Elliot;Simonis;Contoso Ltd;SimoE;elliot.simonis;3144;elliot.simonis@email.com;+503 (128) 733-0824 x850;8294 Renner Inlet;23299-6277;East Mia;Montana;Madrona (floor 8);Technology Engineer;at1wd'Ax;Madrona;3144;dd8d9b91-bdfb-403c-8a31-d3958806dd0d;elliot.simonis@contoso.com
Fausto Simonis;Simonis, Fausto;Fausto;Simonis;Contoso Ltd;SimoF;fausto.simonis;4881;fausto.simonis@email.com;+352 1-478-978-5968 x609;1073 Kerry Neck;82287-9951;New Stefanie;Arkansas;Sodo (floor 6);Global Real-Estate Developer;bXf9T`^4;Sodo;4881;221eefbd-e26d-46e7-a681-ab02a85d4843;fausto.simonis@contoso.com
Neil Simonis;Simonis, Neil;Neil;Simonis;Contoso Ltd;SimoN;neil.simonis;8817;neil.simonis@email.com;+63 687.082.7321;389 Zieme Plains;50729-6164;North Joseville;Connecticut;QueenAnneHill (floor 3);Education Agent;~x4{?}3D;QueenAnneHill;8817;c3c32bf0-a7da-47ad-ad8a-0af4d9c4201b;neil.simonis@contoso.com
Shirley Simonis;Simonis, Shirley;Shirley;Simonis;Contoso Ltd;SimoS;shirley.simonis;3377;shirley.simonis@email.com;+47 (163) 196-0628 x52705;177 Homenick Views;15880-5945;East Thresa;Connecticut;MapleLeaf (floor 5);Central Producer;"bA9;QKjk";MapleLeaf;3377;615455d3-9c6b-4ce1-8112-a58e0d6d949f;shirley.simonis@contoso.com
Elmo Sipes;Sipes, Elmo;Elmo;Sipes;Contoso Ltd;SipeE;elmo.sipes;801;elmo.sipes@email.com;+670 384.146.9840 x6348;9980 Williamson Via;60793;Lake Carson;Rhode Island;PioneerSquare (floor 2);National Retail Developer;Z5pQty{x;PioneerSquare;801;6e60bd20-9732-4eb4-a300-de28ecb29c08;elmo.sipes@contoso.com
Sima Sipes;Sipes, Sima;Sima;Sipes;Contoso Ltd;SipeS;sima.sipes;3833;sima.sipes@email.com;+242 (800) 479-6975 x8806;729 Hansen Path;76250-8776;East Fatimaland;Washington;Pinehurst (floor 1);Real-Estate Officer;k*q9RjHZ;Pinehurst;3833;f616c0c7-d82b-43b9-9021-a63794f35a21;sima.sipes@contoso.com
Aron Smitham;Smitham, Aron;Aron;Smitham;Contoso Ltd;SmitA;aron.smitham;9284;aron.smitham@email.com;+809 (308) 116-6596 x6153;7673 Bernier Burg;5650;O'Keefestad;Massachusetts;PioneerSquare (floor 1);Future Community-Services Facilitator;dfxam4U?;PioneerSquare;9284;f55391ed-a85a-4d4b-8eda-4f13d41ecad2;aron.smitham@contoso.com
Mara Smith;Smith, Mara;Mara;Smith;Contoso Ltd;SmitM;mara.smith;3999;mara.smith@email.com;+1-441 (246) 947-5821 x136;338 Kuhn Highway;14428;Jewelville;Colorado;MapleLeaf (floor 4);Customer Executive;gb4?sLYQ;MapleLeaf;3999;02dfb506-56cb-4379-9b91-a006e57671bb;mara.smith@contoso.com
Ocie Smith;Smith, Ocie;Ocie;Smith;Contoso Ltd;SmitO;ocie.smith;9417;ocie.smith@email.com;+39 1-944-942-6863 x6022;4703 Mann Tunnel;72948-8750;South Thurman;Oklahoma;Sodo (floor 3);Accounting Executive;RwD2x~gH;Sodo;9417;b46f9f22-480d-44cc-b053-211700de77cf;ocie.smith@contoso.com
Steve Smith;Smith, Steve;Steve;Smith;Contoso Ltd;SmitS;steve.smith;6139;steve.smith@email.com;+973 1-782-052-8606 x4811;97322 Tama Centers;52146-0094;West Marionhaven;Hawaii;ColumbiaCity (floor 1);Corporate Developer;yj1cGL`K;ColumbiaCity;6139;09ce083a-cb34-4d7b-ba67-685174867c19;steve.smith@contoso.com
Vincent Spencer;Spencer, Vincent;Vincent;Spencer;Contoso Ltd;SpenV;vincent.spencer;5870;vincent.spencer@email.com;+355 696-903-4257 x345;9945 Kilback Wells;13287;Gislasonshire;Kentucky;Delridge (floor 1);Banking Analyst;"5;Su3_*s";Delridge;5870;71db3a8e-513a-448c-83dc-ff38e688ec95;vincent.spencer@contoso.com
Kathaleen Spinka;Spinka, Kathaleen;Kathaleen;Spinka;Contoso Ltd;SpinK;kathaleen.spink;7610;kathaleen.spinka@email.com;+230 243.742.3967 x794;6625 Whitley Valley;16045;Roderickside;Minnesota;Delridge (floor 3);Corporate Mining Representative;Uc'38WLf;Delridge;7610;d4ff53c9-6faf-4eef-b157-dbb58d08ed36;kathaleen.spinka@contoso.com
Joaquin Sporer;Sporer, Joaquin;Joaquin;Sporer;Contoso Ltd;SporJ;joaquin.sporer;5243;joaquin.sporer@email.com;+82 988.071.9259 x47302;276 Gilberto Mill;77528-0105;Port Sabrinafort;North Carolina;Wallingford (floor 3);Regional Producer;V}gCBR4t;Wallingford;5243;a01351bc-c5b0-4446-a9de-e9c8275e8c9b;joaquin.sporer@contoso.com
Mitchel Sporer;Sporer, Mitchel;Mitchel;Sporer;Contoso Ltd;SporM;mitchel.sporer;9905;mitchel.sporer@email.com;+677 1-928-330-3171 x118;979 Michel Hollow;42520;Lylaview;Louisiana;Sodo (floor 3);Manufacturing Liaison;"R|^19B`""";Sodo;9905;03771b0f-ff8d-49c9-a045-6d447b4cdbc8;mitchel.sporer@contoso.com
